name,smiles,oxygen,hydrogen,ocratio,hcratio
HO134C5,OCCC(O)C(C)O,3.0,9.0,0.25,0.75
PETLQO,CCC1([O])C(=O)C=C(C)C(=O)C1O,4.0,10.0,0.2857142857142857,0.7142857142857143
M3PEBO2,CCC(C)C(C)O[O],1.0,13.0,0.07142857142857142,0.9285714285714286
OXYL,Cc1ccccc1C,0.0,10.0,0.0,1.0
MMCFOOH,OOCOC(=O)OC=O,7.0,3.0,0.7,0.3
MVKNO3,OCC(ON(=O)=O)C(=O)C,3.0,6.0,0.3333333333333333,0.6666666666666666
MBO,C=CC(C)(C)O,1.0,9.0,0.1,0.9
HCOCH2CO3,[O]OC(=O)CC=O,3.0,3.0,0.5,0.5
BOXCOEOLO2,CCCC(O[O])OC(=O)C(C)O,5.0,12.0,0.29411764705882354,0.7058823529411765
OXY1OHNO2,O=N(=O)c1ccc(C)c(C)c1O,1.0,8.0,0.1111111111111111,0.8888888888888888
C6CO34OOH,CC(OO)C(=O)C(=O)CC,3.0,9.0,0.25,0.75
NDNT123LO2,[O]OC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2(C)ON(=O)=O)N(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
SO3,,0.0,0.0,,
PR2OHMOXO,COC([O])C(C)O,4.0,8.0,0.3333333333333333,0.6666666666666666
C1210CO2H,O=CCCC(=O)C1CC(C)(C)C1CCC(=O)O,4.0,19.0,0.17391304347826086,0.8260869565217391
C57NO3CO2H,OCC(O)C(C)(ON(=O)=O)C(=O)O,5.0,6.0,0.45454545454545453,0.5454545454545454
EOX2OLANO3,CCOC(CO)ON(=O)=O,4.0,8.0,0.3333333333333333,0.6666666666666666
M3PEBOH,CCC(C)C(C)O,1.0,13.0,0.07142857142857142,0.9285714285714286
BUT1ENE,CCC=C,0.0,8.0,0.0,1.0
C731NO3,O=CCC(CCO[N+](=O)[O-])C(=O)C,3.0,11.0,0.21428571428571427,0.7857142857142857
EIPKAO,CCC(=O)C(C)(C)[O],2.0,11.0,0.15384615384615385,0.8461538461538461
HO24C4CO3,[O]OC(=O)C(O)CC(C)O,4.0,7.0,0.36363636363636365,0.6363636363636364
IPECOH,CCC(C)(C)O,1.0,11.0,0.08333333333333333,0.9166666666666666
TM123MUNO3,O=N(=O)OC(C(O)C(=O)C)C1OC1(C)C(=O)C,6.0,12.0,0.3333333333333333,0.6666666666666666
NDEMPHOLOH,CCC12OOC(CC)(C2ON(=O)=O)C(O)(O)C(=C1)C,5.0,15.0,0.25,0.75
C732CO3H,OOC(=O)CC(CCC(=O)O)C(=O)C,5.0,10.0,0.3333333333333333,0.6666666666666666
BIACETO2,CC(=O)C(=O)CO[O],3.0,5.0,0.375,0.625
M2PEDOH,CCCC(C)(C)O,1.0,13.0,0.07142857142857142,0.9285714285714286
C52NO33OOH,CCC(OO)C(C)ON(=O)=O,2.0,10.0,0.16666666666666666,0.8333333333333334
CYHEXOLAO,OC1CCCCC1[O],2.0,10.0,0.16666666666666666,0.8333333333333334
PERBUACID,CCCC(=O)OO,2.0,7.0,0.2222222222222222,0.7777777777777778
NC1313OOH,O=CCCC(OO)(CO[N+](=O)[O-])C1CC(C)(C)C1CC=O,4.0,20.0,0.16666666666666666,0.8333333333333334
BCBOO,[O-][O+]=CCCC(=C)C1CC(C)(C)C1CCC(=O)C,2.0,24.0,0.07692307692307693,0.9230769230769231
C82O2,CCC(=O)CC(O[O])C(O)CC,3.0,14.0,0.17647058823529413,0.8235294117647058
C2H5CO3,CCC(=O)O[O],2.0,5.0,0.2857142857142857,0.7142857142857143
C8PAN1,CCCCCC(O)CC(=O)OON(=O)=O,3.0,14.0,0.17647058823529413,0.8235294117647058
METOLOOH,CCC12C=CC(O)(OO)C(C)(OO1)C2O,5.0,11.0,0.3125,0.6875
C726CO5O2,[O]OC(C=CC(=O)C)C(=O)C,3.0,9.0,0.25,0.75
BCBO2,[O]OC1CCC(=C)C2CC(C)(C)C2CCC1(C)O,2.0,24.0,0.07692307692307693,0.9230769230769231
IPBZBPRNO3,O=N(=O)OC1C=CC2(OOC1C2O)C(C)C,4.0,12.0,0.25,0.75
DNPBNZLOOH,CCCC12OOC(C=C(N(=O)=O)C2(O)OO)(N(=O)=O)C1O,5.0,9.0,0.35714285714285715,0.6428571428571429
C1215OOH,O=CCCC(=O)C(=O)CC(C)(C)C(OO)CCO,5.0,18.0,0.21739130434782608,0.782608695652174
M2PEDO2,CCCC(C)(C)O[O],1.0,13.0,0.07142857142857142,0.9285714285714286
BIACETOH,CC(=O)C(=O)CO,3.0,5.0,0.375,0.625
IPECO2,CCC(C)(C)O[O],1.0,11.0,0.08333333333333333,0.9166666666666666
NDEMPHOLO2,CCC12OOC(CC)(C2ON(=O)=O)C(O)(O[O])C(=C1)C,5.0,15.0,0.25,0.75
C5CO24O,CC(=O)CC(=O)C[O],3.0,7.0,0.3,0.7
DMSO2OOH,OOCS(=O)(=O)C,1.0,5.0,0.16666666666666666,0.8333333333333334
M2PEAO,CCCC(C)C[O],1.0,13.0,0.07142857142857142,0.9285714285714286
ME2BU2OLO,CC([O])C(C)(C)O,2.0,10.0,0.16666666666666666,0.8333333333333334
CO2C3PAN,CC(=O)CC(=O)OON(=O)=O,3.0,5.0,0.375,0.625
CHCL3,ClC(Cl)Cl,0.0,1.0,0.0,1.0
PRNO3CO2H,O=N(=O)OC(C)C(=O)O,3.0,4.0,0.42857142857142855,0.5714285714285714
TMB1FUONE,O=C1C=C(C)C(C)O1,3.0,8.0,0.2727272727272727,0.7272727272727273
C512CO3H,OOC(=O)CCC(=O)CC=O,4.0,7.0,0.36363636363636365,0.6363636363636364
NIPBNZOLO,O=N(=O)OC1C2OOC1(C=CC2(O)[O])C(C)C,5.0,11.0,0.3125,0.6875
PE4E2CO,CC(=O)CC=C,1.0,8.0,0.1111111111111111,0.8888888888888888
DMPHCOMO2,[O]OCC(=O)c1cc(C)cc(C)c1,2.0,11.0,0.15384615384615385,0.8461538461538461
CO3C4CO3,CCC(=O)CC(=O)O[O],3.0,7.0,0.3,0.7
CO2C3OOB,[O-][O+]=C(CC=O)C,2.0,6.0,0.25,0.75
EPXDLCO3,[O]OC(=O)C1OC1C=O,5.0,3.0,0.625,0.375
IEACHO,CC(O)(C=O)C1CO1,4.0,7.0,0.36363636363636365,0.6363636363636364
TM135MUO2H,CC(=O)C=C(C)C1OC1(C)C(=O)O,5.0,11.0,0.3125,0.6875
NPROACEBO2,CCC(O[O])OC(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
C827PAN,CC(=O)CCC(=O)C(C)(C)C(=O)OO[N+](=O)[O-],4.0,13.0,0.23529411764705882,0.7647058823529411
INB1NACO3,[O]OC(=O)C(ON(=O)=O)C(C)(CO)ON(=O)=O,5.0,6.0,0.45454545454545453,0.5454545454545454
TM123BCO3H,Cc1c(cccc1C)C(=O)OO,2.0,9.0,0.18181818181818182,0.8181818181818182
DMPHCOMOH,OCC(=O)c1cc(C)cc(C)c1,2.0,11.0,0.15384615384615385,0.8461538461538461
C6145COOOH,OOCC(=O)C(=O)CCC=O,4.0,7.0,0.36363636363636365,0.6363636363636364
BUT2CO3H,CC(CC)C(=O)OO,2.0,9.0,0.18181818181818182,0.8181818181818182
C532CO,O=COC=CC(=O)C,4.0,6.0,0.4,0.6
MIBK3COO2,[O]OC(C)(C)C(=O)C(=O)C,3.0,9.0,0.25,0.75
SC4H9OOH,CC(CC)OO,1.0,9.0,0.1,0.9
C731O,[O]CCC(CC=O)C(=O)C,3.0,11.0,0.21428571428571427,0.7857142857142857
MMALNBCO3,O=CC(O)C(C)(ON(=O)=O)C(=O)O[O],5.0,5.0,0.5,0.5
ETBECCO3,[O]OC(=O)COC(C)(C)C,4.0,11.0,0.26666666666666666,0.7333333333333333
HOCH2COCO2H,OCC(=O)C(=O)O,4.0,2.0,0.6666666666666666,0.3333333333333333
C1312CO,O=CCCC(=C)C(=O)CC(C)(C)C(=O)CCO,4.0,19.0,0.17391304347826086,0.8260869565217391
N2O5,,0.0,0.0,,
TCEOHO,OC(Cl)(Cl)C([O])(Cl)Cl,2.0,0.0,1.0,0.0
C143O,OCCC(=C)C(=O)CC(C)(C)C([O])CCC(=O)C,4.0,22.0,0.15384615384615385,0.8461538461538461
HO14C6,OCCCC(O)CC,2.0,12.0,0.14285714285714285,0.8571428571428571
C536O2,OOCC(C(C=O)(O[O])C)OO,4.0,7.0,0.36363636363636365,0.6363636363636364
C717O,O=CCC([O])CC(=O)C(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
C820OOH,OCC(OO)(CC(=O)C(=O)C)C(=O)C,5.0,10.0,0.3333333333333333,0.6666666666666666
MTNCATCOOH,CCC12OOC(C)(C(=C(O)C2(O)OO)N(=O)=O)C1O,6.0,9.0,0.4,0.6
CY6COCOOOH,OOC1CC(=O)CC(=O)C1,3.0,7.0,0.3,0.7
C5DIALCO,O=CC=CC(=O)C=O,3.0,4.0,0.42857142857142855,0.5714285714285714
C514OOH,O=CCC(OO)CC=O,3.0,7.0,0.3,0.7
LIMAOOH,OOC1(C)CCC(CC1O)C(=C)C,2.0,16.0,0.1111111111111111,0.8888888888888888
C5MEJCO3,O=CC(O)C(=O)C(=C(C)C(=O)O[O])CC,5.0,10.0,0.3333333333333333,0.6666666666666666
MEBFUOOH,CC1(OO)C(O)C(CC)OC1=O,5.0,10.0,0.3333333333333333,0.6666666666666666
TBUTCO3,[O]OC(=O)C(C)(C)C,2.0,9.0,0.18181818181818182,0.8181818181818182
T123NCTOOH,OOC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2(C)O)O,6.0,9.0,0.4,0.6
C125O,CCCCCCC(=O)C(=O)C([O])C(=O)CC,4.0,19.0,0.17391304347826086,0.8260869565217391
C817O2,[O]OCC(CCC(=O)C)C(=O)C,3.0,13.0,0.1875,0.8125
M22C4O,[O]CCC(C)(C)C,1.0,13.0,0.07142857142857142,0.9285714285714286
BOXPROLAO2,CCCC(O[O])OCC(C)O,4.0,14.0,0.2222222222222222,0.7777777777777778
MPRNO3CO3H,OOC(=O)C(C)(C)ON(=O)=O,3.0,6.0,0.3333333333333333,0.6666666666666666
C515OOH,OOCC(=O)C(=O)CC=O,4.0,5.0,0.4444444444444444,0.5555555555555556
HOIPRGLYOX,CC(CO)C(=O)C=O,3.0,7.0,0.3,0.7
PTNNCATCO,CCC12OOC(N(=O)=O)(C(=C(O)C2([O])O)C)C1ON(=O)=O,6.0,9.0,0.4,0.6
C520O,OCC([O])(C=O)C(=O)C,4.0,6.0,0.4,0.6
C6MOHCOCO3,CC(=CC(=O)O[O])C(=O)C(O)C(=O)C,5.0,8.0,0.38461538461538464,0.6153846153846154
IPRCO3,[O]OC(=O)C(C)C,2.0,7.0,0.2222222222222222,0.7777777777777778
DNT123BOL,Cc1c(C)c(N(=O)=O)c(N(=O)=O)c(O)c1C,1.0,9.0,0.1,0.9
C928OOH,OOCC(C)(C)C(=O)CCC(=O)C,3.0,15.0,0.16666666666666666,0.8333333333333334
C615OOH,OOC(C=O)C(C)(C)C=O,3.0,9.0,0.25,0.75
MTBEAALCO3,O=COC(C)(C)C(=O)O[O],5.0,7.0,0.4166666666666667,0.5833333333333334
C920O,OCC(=O)C1CC(C[O])C1(C)C,3.0,14.0,0.17647058823529413,0.8235294117647058
C517O,[O]CC(CO)C(=O)C,3.0,8.0,0.2727272727272727,0.7272727272727273
NBCALO,O=CCCC([O])(CO[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C,4.0,24.0,0.14285714285714285,0.8571428571428571
BCALAOOH,O=CCCC(=C)C1CC(C)(C)C1CC(OO)C(=O)C,3.0,23.0,0.11538461538461539,0.8846153846153846
MACRNPAN,OCC(C)(ON(=O)=O)C(=O)OON(=O)=O,4.0,5.0,0.4444444444444444,0.5555555555555556
HO3C4CO3H,CCC(O)CC(=O)OO,3.0,8.0,0.2727272727272727,0.7272727272727273
EPXEALKT,CCC1(C=O)OC1C(=O)C,4.0,10.0,0.2857142857142857,0.7142857142857143
C88CO3H,OOC(=O)C1C(=O)CCC(=O)C1(C)C,4.0,11.0,0.26666666666666666,0.7333333333333333
HM33C3CO3H,OCCC(C)(C)C(=O)OO,3.0,10.0,0.23076923076923078,0.7692307692307693
C817OH,OCC(CCC(=O)C)C(=O)C,3.0,13.0,0.1875,0.8125
C42NO33O2,[O]OC(C)C(C)ON(=O)=O,2.0,8.0,0.2,0.8
C126O2,[O]OCCC(=C)C1CC(C)(C)C1CC=O,2.0,19.0,0.09523809523809523,0.9047619047619048
TBUACET,CC(=O)OC(C)(C)C,3.0,12.0,0.2,0.8
NOETLQOOH,CCC1=C(C)C(=O)C(OO)C(ON(=O)=O)C1=O,4.0,10.0,0.2857142857142857,0.7142857142857143
C617CO3,[O]OC(=O)CC(=O)C(C)(C)C=O,4.0,9.0,0.3076923076923077,0.6923076923076923
C143O2,OCCC(=C)C(=O)CC(C)(C)C(O[O])CCC(=O)C,4.0,22.0,0.15384615384615385,0.8461538461538461
OETCATECH,CCc1c(C)ccc(O)c1O,2.0,10.0,0.16666666666666666,0.8333333333333334
MNNCATECO2,[O]OC1(O)C(=C(N(=O)=O)C2OOC1(C)C2ON(=O)=O)O,6.0,5.0,0.5454545454545454,0.45454545454545453
C6MOHCOPAN,O=N(=O)OOC(=O)C=C(C)C(=O)C(O)C(=O)C,5.0,8.0,0.38461538461538464,0.6153846153846154
IBUTOLCNO3,OCC(C)CON(=O)=O,2.0,8.0,0.2,0.8
C146CO,O=CCC(=O)C(=O)C1CC(C)(C)C1CCC(=O)C,4.0,20.0,0.16666666666666666,0.8333333333333334
ETHGLY,OCCO,2.0,4.0,0.3333333333333333,0.6666666666666666
HO3C6NO3,CCC(O)CCCON(=O)=O,2.0,12.0,0.14285714285714285,0.8571428571428571
C1014OH,O=CCC(C)(C)C(O)CCC(=O)OC,5.0,17.0,0.22727272727272727,0.7727272727272727
NC9H20,CCCCCCCCC,0.0,20.0,0.0,1.0
M23C4NO3,O=N(=O)OCC(C)C(C)C,1.0,13.0,0.07142857142857142,0.9285714285714286
C67O2,O=CCC(O[O])C(C)(C)O,3.0,10.0,0.23076923076923078,0.7692307692307693
HMVKBCO3H,OCC(C(=O)C)C(=O)OO,4.0,6.0,0.4,0.6
MMCFO,[O]COC(=O)OC=O,7.0,3.0,0.7,0.3
C143OH,OCCC(=C)C(=O)CC(C)(C)C(O)CCC(=O)C,4.0,22.0,0.15384615384615385,0.8461538461538461
NIPBNZ1O2,[O]Oc1c(cccc1N(=O)=O)C(C)C,1.0,10.0,0.09090909090909091,0.9090909090909091
NSTYRENOOH,OOC(CON(=O)=O)c1ccccc1,2.0,8.0,0.2,0.8
C817PAN,CC(=O)CCC(CC(=O)OO[N+](=O)[O-])C(=O)C,4.0,13.0,0.23529411764705882,0.7647058823529411
HO1CO3C4O,OCCC(=O)C[O],3.0,6.0,0.3333333333333333,0.6666666666666666
C521OOH,OCCC(=O)C(=O)COO,4.0,6.0,0.4,0.6
NC826O2,O=CCC(CC=O)C(C)(O[O])CO[N+](=O)[O-],4.0,12.0,0.25,0.75
C126OO,O=CCCC(=[O+][O-])C1CC(C)(C)C1CC=O,3.0,18.0,0.14285714285714285,0.8571428571428571
C141PAN,CC(=O)CCC1C(CC1(C)C)C(=C)CCC(=O)OO[N+](=O)[O-],3.0,23.0,0.11538461538461539,0.8846153846153846
CHOC3COPAN,O=CCC(=O)CC(=O)OON(=O)=O,4.0,5.0,0.4444444444444444,0.5555555555555556
CO3C4NO3O2,[O]OC(C)C(=O)CON(=O)=O,3.0,6.0,0.3333333333333333,0.6666666666666666
CISOPA,C/C(=C/[CH2])/CO,1.0,8.0,0.1111111111111111,0.8888888888888888
CISOPC,OC/C=C(\[CH2])/C,1.0,8.0,0.1111111111111111,0.8888888888888888
IBUTOLCO2,[O]OCC(C)CO,2.0,8.0,0.2,0.8
DMSO2OH,OCS(=O)(=O)C,1.0,5.0,0.16666666666666666,0.8333333333333334
NAOOA,[O-][O+]=CCCON(=O)=O,2.0,5.0,0.2857142857142857,0.7142857142857143
C629O2,OCCC(O[O])(C=O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
IPRACBOH,CC(CO)OC(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
HEX3ONBO,CCC(=O)C([O])CC,2.0,11.0,0.15384615384615385,0.8461538461538461
PBZBIPERO2,CCCC12OOC(C(O[O])C=C1)C2O,4.0,12.0,0.25,0.75
C147CO,CC(=O)CCC1C(CC1(C)C)C(=O)C(=O)CC(=O)O,5.0,19.0,0.20833333333333334,0.7916666666666666
EMPHCOMO2,[O]OCC(=O)c1cc(C)cc(CC)c1,2.0,13.0,0.13333333333333333,0.8666666666666667
C616O,O=CCCC(=O)C([O])C=O,4.0,7.0,0.36363636363636365,0.6363636363636364
CH2CHCH2O,[O]CC=C,1.0,5.0,0.16666666666666666,0.8333333333333334
EMPHCOMOH,OCC(=O)c1cc(CC)cc(C)c1,2.0,13.0,0.13333333333333333,0.8666666666666667
C136PAN,O=CCCC(=C)C1CC(C)(C)C1CCC(=O)OO[N+](=O)[O-],3.0,21.0,0.125,0.875
IPRACBO2,CC(CO[O])OC(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
C611OOH,OOC(C)(C(=O)C)C(=O)C,3.0,9.0,0.25,0.75
DMSO2O2,[O]OCS(=O)(=O)C,1.0,5.0,0.16666666666666666,0.8333333333333334
C629OH,OCCC(O)(C=O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
NC3H7O,CCC[O],1.0,7.0,0.125,0.875
BENZENE,c1ccccc1,0.0,6.0,0.0,1.0
EMPHCO3H,OOC(=O)c1cc(CC)cc(C)c1,2.0,11.0,0.15384615384615385,0.8461538461538461
CO3C4NO3OH,O=N(=O)OCC(=O)C(C)O,3.0,6.0,0.3333333333333333,0.6666666666666666
CH2CHCH2OOH,OOCC=C,1.0,5.0,0.16666666666666666,0.8333333333333334
MACROOA,[O-][O+]=CC(=C)C,1.0,6.0,0.14285714285714285,0.8571428571428571
CONM2CHO,O=CC(C)(C=O)ON(=O)=O,3.0,5.0,0.375,0.625
HEPTOOH,CCCCC(CC)OO,1.0,15.0,0.0625,0.9375
ETOMEO2,CCOCO[O],3.0,7.0,0.3,0.7
CL12PRBOOH,CC(Cl)(CCl)OO,1.0,5.0,0.16666666666666666,0.8333333333333334
BOXPRONOH,CCCC(O)OCC(=O)C,4.0,13.0,0.23529411764705882,0.7647058823529411
C109O2,[O]OCC(=O)C1CC(CC=O)C1(C)C,3.0,15.0,0.16666666666666666,0.8333333333333334
TBUTOLOOH,OOCC(C)(C)O,2.0,8.0,0.2,0.8
H2M5C65O2,[O]OC(C)(C)CCC(C)O,2.0,14.0,0.125,0.875
C626O2,[O]OCC(CC=O)C(=O)C,3.0,9.0,0.25,0.75
C126CO2H,O=CCC1C(CC1(C)C)C(=C)CCC(=O)O,3.0,19.0,0.13636363636363635,0.8636363636363636
PBZQONE,O=C1C=CC(=O)C=C1,2.0,4.0,0.3333333333333333,0.6666666666666666
C5M2OHCO3H,O=CC(O)C(=O)C(=C(C)C(=O)OO)C,5.0,8.0,0.38461538461538464,0.6153846153846154
EBZMUCPAN,CCC(=O)C=CC1OC1C(=O)OON(=O)=O,5.0,9.0,0.35714285714285715,0.6428571428571429
BUFORMOOH,CCCC(OO)OC=O,4.0,9.0,0.3076923076923077,0.6923076923076923
PERPENACID,CCCCC(=O)OO,2.0,9.0,0.18181818181818182,0.8181818181818182
ACETCOC3H7,CCCC(=O)OC(=O)C,4.0,10.0,0.2857142857142857,0.7142857142857143
BENZAL,O=Cc1ccccc1,1.0,6.0,0.14285714285714285,0.8571428571428571
C51OH2OOH,CCCC(CO)OO,2.0,10.0,0.16666666666666666,0.8333333333333334
ISOPCNO3,OCC=C(C)CON(=O)=O,2.0,8.0,0.2,0.8
C109OH,O=CCC1CC(C(=O)CO)C1(C)C,3.0,15.0,0.16666666666666666,0.8333333333333334
DHPMPAL,OOCC(C=O)(OO)C,3.0,6.0,0.3333333333333333,0.6666666666666666
C44O2,O=CCC(O[O])C(=O)O,4.0,4.0,0.5,0.5
M3CO25C6,CC(=O)CC(C)C(=O)C,2.0,12.0,0.14285714285714285,0.8571428571428571
DHPMEK,OOCC(C(=O)C)OO,3.0,6.0,0.3333333333333333,0.6666666666666666
C135OOH,OCC(OO)C(=O)C(=O)C(=O)C(C)(C)C(=O)CCC(=O)C,7.0,16.0,0.30434782608695654,0.6956521739130435
C735OH,O=CCC(O)(CC=O)C(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
INB1OOH,OCC(OO)C(C)(CO)ON(=O)=O,4.0,8.0,0.3333333333333333,0.6666666666666666
DETLMUO2H,CCC(=O)C=C(C)C1OC1(CC)C(=O)O,5.0,15.0,0.25,0.75
H2MC5O2,[O]OCCC(C)C(C)O,2.0,12.0,0.14285714285714285,0.8571428571428571
TLEMUCCO,O=CC1OC1C(O)C(=O)C(=O)C,6.0,7.0,0.46153846153846156,0.5384615384615384
ETHACETO,CC([O])OC(=O)C,4.0,7.0,0.36363636363636365,0.6363636363636364
C811CO3,[O]OC(=O)CC1CC(C(=O)O)C1(C)C,4.0,12.0,0.25,0.75
NBUACETCO,CCCC([O])OC(=O)C,4.0,11.0,0.26666666666666666,0.7333333333333333
C98OH,OCC(CC(=O)C(=O)C)C(C)(C)O,4.0,14.0,0.2222222222222222,0.7777777777777778
C828OOH,OOC(C)(C)C(=O)C(=O)CC(=O)C,4.0,11.0,0.26666666666666666,0.7333333333333333
HO1CO4C6,OCCCC(=O)CC,2.0,11.0,0.15384615384615385,0.8461538461538461
IPROC21OH,CC(C)OC(C)O,3.0,11.0,0.21428571428571427,0.7857142857142857
C1211CO,O=CCC(=O)C1CC(C)(C)C1CCC(=O)O,4.0,17.0,0.19047619047619047,0.8095238095238095
C513OOH,OCCC(=O)C(OO)C=O,4.0,6.0,0.4,0.6
IPROC21O2,[O]OC(C)OC(C)C,3.0,11.0,0.21428571428571427,0.7857142857142857
MMALNBCO3H,O=CC(O)C(C)(ON(=O)=O)C(=O)OO,5.0,5.0,0.5,0.5
SBUACBOOH,CC(OC(=O)C)C(C)OO,4.0,11.0,0.26666666666666666,0.7333333333333333
C520OOA,[O-][O+]=C(C)C(CO)C=O,3.0,7.0,0.3,0.7
DNPXYOLO2,[O]OC1(O)C(=C(C)C2(OOC1(C)C2O)N(=O)=O)N(=O)=O,5.0,7.0,0.4166666666666667,0.5833333333333334
C98O2,OCC(CC(=O)C(=O)C)C(C)(C)O[O],4.0,14.0,0.2222222222222222,0.7777777777777778
INCNO3,OCC(ON(=O)=O)C(C)(O)CON(=O)=O,4.0,8.0,0.3333333333333333,0.6666666666666666
NC102O,O=C1CC(=O)C(C)(ON(=O)=O)C(C1)C(C)(C)[O],4.0,14.0,0.2222222222222222,0.7777777777777778
C93O,CCCC(O)C([O])CC(=O)CC,3.0,16.0,0.15789473684210525,0.8421052631578947
H13M3C5OOH,OCCC(C)(O)C(C)OO,3.0,11.0,0.21428571428571427,0.7857142857142857
PRONOCOPO,CC([O])CC(=O)OCC(=O)C,5.0,11.0,0.3125,0.6875
C32OH13CO,O=CC(O)C=O,3.0,3.0,0.5,0.5
C735O2,O=CCC(O[O])(CC=O)C(=O)C,4.0,9.0,0.3076923076923077,0.6923076923076923
BOX2OHBOOH,CCCCOC(CO)OO,4.0,12.0,0.25,0.75
NC826OOH,O=CCC(CC=O)C(C)(OO)CO[N+](=O)[O-],4.0,12.0,0.25,0.75
CH3C2H2O2,CC(=C)O[O],1.0,5.0,0.16666666666666666,0.8333333333333334
OETOLO,CCC12OOC(C2O)C([O])(O)C=C1C,5.0,11.0,0.3125,0.6875
C6H5CO3H,OOC(=O)c1ccccc1,2.0,5.0,0.2857142857142857,0.7142857142857143
CLETAL,ClCC=O,1.0,3.0,0.25,0.75
NIPBFUOOH,OOC1C(=O)OC(C(C)C)C1ON(=O)=O,5.0,10.0,0.3333333333333333,0.6666666666666666
PMALANHY,CCCC1=CC(=O)OC1=O,4.0,8.0,0.3333333333333333,0.6666666666666666
HO13C5OOH,OCCC(O)C(C)OO,3.0,9.0,0.25,0.75
DIETETOOH,CC(OCC)OO,3.0,9.0,0.25,0.75
C614OH,CC(=O)C(=O)CC(O)CO,4.0,8.0,0.3333333333333333,0.6666666666666666
CH4,C,0.0,4.0,0.0,1.0
HMGLYOO,[O-]/[O+]=C(\CO)/C=O,3.0,3.0,0.5,0.5
NC4CO3,[O]OC(=O)C=C(C)CON(=O)=O,3.0,6.0,0.3333333333333333,0.6666666666666666
C54CO,O=CC(=O)C(=O)C(=O)C,4.0,4.0,0.5,0.5
C614O2,OCC(O[O])CC(=O)C(=O)C,4.0,8.0,0.3333333333333333,0.6666666666666666
EBZBPEROOH,OOC1C=CC2(CC)OOC1C2O,4.0,10.0,0.2857142857142857,0.7142857142857143
OXYL1O2,[O]Oc1ccccc1C,1.0,7.0,0.125,0.875
MIPKBNO3,O=N(=O)OCC(C)C(=O)C,2.0,9.0,0.18181818181818182,0.8181818181818182
EMALNHYOOH,CCC1(OO)C(O)C(=O)OC1=O,6.0,6.0,0.5,0.5
PRONO3BO2,[O]OC(C)CON(=O)=O,2.0,6.0,0.25,0.75
ECOCO2H,CCC(=O)C(=O)O,3.0,5.0,0.375,0.625
ACCOC3H6O2,CC(CC(=O)OC(=O)C)O[O],5.0,9.0,0.35714285714285715,0.6428571428571429
HIEPOXB,OCC1OC1(CO)CO,5.0,7.0,0.4166666666666667,0.5833333333333334
PNNCATCOOH,CCCC12OOC(C(=C(O)C2(O)OO)N(=O)=O)C1ON(=O)=O,6.0,9.0,0.4,0.6
C86OOH,O=CCC(C(=O)C)C(C)(C)OO,3.0,13.0,0.1875,0.8125
CONM2CO2H,O=CC(C)(ON(=O)=O)C(=O)O,4.0,4.0,0.5,0.5
BU1ENO3OOH,CCC(OO)CON(=O)=O,2.0,8.0,0.2,0.8
C1215OH,O=CCCC(=O)C(=O)CC(C)(C)C(O)CCO,5.0,18.0,0.21739130434782608,0.782608695652174
C141CO3,[O]OC(=O)CCC(=C)C1CC(C)(C)C1CCC(=O)C,3.0,23.0,0.11538461538461539,0.8846153846153846
PBZPOXMUC,CCCC(=O)C=CC1OC1C=O,4.0,12.0,0.25,0.75
C57OOH,OCC(O)C(C)(OO)C=O,4.0,7.0,0.36363636363636365,0.6363636363636364
MXNCATECH,O=N(=O)c1c(C)cc(C)c(O)c1O,2.0,7.0,0.2222222222222222,0.7777777777777778
MXNCATECO,O=N(=O)C1=C(O)C([O])(O)C2(C)OOC1(C)C2O,6.0,7.0,0.46153846153846156,0.5384615384615384
ISOPAOOH,OOCC=C(C)CO,2.0,8.0,0.2,0.8
BCKANO3,[O-][N+](=O)OC1(C)CCC2C(CC2(C)C)C(=O)CCC1O,3.0,22.0,0.12,0.88
CO25C74OH,CCC(=O)C(O)CC(=O)C,3.0,11.0,0.21428571428571427,0.7857142857142857
C52NO33O2,CCC(O[O])C(C)ON(=O)=O,2.0,10.0,0.16666666666666666,0.8333333333333334
CH2CLCOCL,ClCC(=O)Cl,1.0,2.0,0.3333333333333333,0.6666666666666666
C1H4C5CO3H,O=CCCC(O)CC(=O)OO,4.0,8.0,0.3333333333333333,0.6666666666666666
M2BKAOH,CC(O)C(C)C(=O)C,2.0,11.0,0.15384615384615385,0.8461538461538461
M2BKAO2,[O]OC(C)C(C)C(=O)C,2.0,11.0,0.15384615384615385,0.8461538461538461
C736O,[O]CC(=O)C(=C)CCC=O,3.0,9.0,0.25,0.75
C81OOH,CC(OO)C(=O)CC(O)CCC,3.0,14.0,0.17647058823529413,0.8235294117647058
