name,smiles,PeroxyAlkyl(RO2),PeroxyAcid(RCO3),Alcoxy(RO),Alcohol(C-H),Unsaturated(>C=C<),Aldehyde(-CHO),Carbonyl(>C=O),Nitrate(-ONO2),HydroPeroxide(-OOH),PAN(-C(O)OONO2)
TLEMUCCO2H,CC(=O)C=CC1OC1C(=O)O,0,0,0,1,1,0,2,0,0,0
INDHPCO3,[O]OC(=O)C(C)(OO)C(CO)ON(=O)=O,1,0,0,1,0,0,1,1,0,0
C23O3CCO3,[O]OC(=O)COC(=O)C(=O)C,1,0,0,1,0,1,3,0,0,0
HC3CCO3H,OC(C=C)C(=O)OO,0,0,0,0,1,0,1,0,0,0
M2BK,CCC(C)C(=O)C,0,0,0,3,0,1,1,0,0,0
TLFUONOO,[O-][O+]=CCC(=O)OC(=O)C,0,0,0,1,0,1,2,0,0,0
BUTDBOOH,OCC(OO)C=C,0,0,0,1,0,0,0,0,1,0
C116NO3,O=CCC1C(CC1(C)C)C(=O)CCO[N+](=O)[O-],0,0,0,1,0,0,1,0,0,0
MIPKAO2,[O]OC(C)(C)C(=O)C,1,0,0,3,0,1,1,0,0,0
C626OOH,OOCC(CC=O)C(=O)C,0,0,0,1,0,1,2,0,1,0
HO14CO3C5,OCCC(=O)C(C)O,0,0,0,1,0,0,1,0,0,0
CL12PRAOH,OCC(Cl)CCl,0,0,0,0,0,0,0,0,0,0
CCLOHCOOH,OOCC(O)Cl,0,0,0,0,0,0,0,0,1,0
C6CONO34OH,CCC(O)C(ON(=O)=O)C(=O)C,0,0,0,2,0,1,2,1,0,0
CCL3CHO,O=CC(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0
BOXMCO3,CCCCOCC(=O)O[O],1,1,0,1,0,0,1,0,0,0
EPXKTMPAN,O=N(=O)OOC(=O)C1OC1(C)C(=O)C,0,0,0,2,0,1,2,0,0,0
C128NO3,OCCC(=C)C(=O)CC(C)(C)C(CC=O)O[N+](=O)[O-],0,0,0,2,0,0,2,0,0,0
BUOX2ETOH,CCCCOCCO,0,0,0,1,0,0,0,0,0,0
INDHPPAN,OCC(ON(=O)=O)C(C)(OO)C(=O)OON(=O)=O,0,0,0,1,0,0,2,2,0,1
C23O3CPAN,O=C(OON(=O)=O)COC(=O)C(=O)C,0,0,0,1,0,1,3,1,0,0
C518CHO,CC(=C)C(CO)C=O,0,0,0,1,0,0,0,0,0,0
NEBFUO2,CCC1OC(=O)C(O[O])C1ON(=O)=O,1,0,0,1,0,0,1,1,0,0
DNPETOL,CCc1cc(N(=O)=O)c(C)c(N(=O)=O)c1O,0,0,0,2,0,0,2,0,0,0
NDNEBNZLO2,[O]OC1(O)C(=CC2(OOC1(CC)C2ON(=O)=O)N(=O)=O)N(=O)=O,1,0,0,0,0,0,0,1,0,0
ACCOETO,CC(=O)OC(=O)CC[O],0,0,0,1,0,0,2,0,0,0
C719O,O=C1CC(O)C(C)([O])C(O)C1,0,0,1,1,0,0,0,0,0,0
PPRBQCO,CCCC(=CC(=O)C=O)C(=O)CO,0,0,0,1,0,0,2,0,0,0
C54O,OCCC(C)(O)C[O],0,0,0,1,0,0,0,0,0,0
HO2C4O2,[O]OCCC(C)O,1,0,0,1,0,0,0,0,0,0
C62CHO,O=CC(O)C(=O)C(=O)C(C)C,0,0,0,2,0,0,2,0,0,0
CO2C3CO2H,CC(=O)CC(=O)O,0,0,0,1,0,0,2,0,0,0
MACO3H,CC(=C)C(=O)OO,0,0,0,1,0,0,1,0,0,0
C6CONO34O2,CCC(O[O])C(ON(=O)=O)C(=O)C,1,0,0,2,0,1,2,1,0,0
C123O,CCCCCCC(O)C([O])CC(=O)CC,0,0,1,2,0,0,1,0,0,0
METLBPR2OH,CCC12OOC(C)(C=CC1O)C2O,0,0,0,2,1,0,0,0,0,0
C4M3NO32O2,[O]OCC(ON(=O)=O)C(C)C,1,0,0,2,0,0,1,1,0,0
C114O2,CCCCCC(=O)C(O[O])CC(=O)CC,1,0,0,2,0,0,2,0,0,0
HYPROPO,OCC(C)[O],0,0,1,1,0,0,0,0,0,0
CHCL2OH,OC(Cl)Cl,0,0,0,0,0,0,0,0,0,0
C731OH,OCCC(CC=O)C(=O)C,0,0,0,1,0,1,2,0,0,0
HC4CCO2H,OCC=C(C)C(=O)O,0,0,0,1,1,0,1,0,0,0
HO2C4CHO,O=CCCC(C)O,0,0,0,1,0,0,0,0,0,0
BOXPROLBO,CCCCOC([O])C(C)O,0,0,1,2,0,0,0,0,0,0
CHCL2O2,[O]OC(Cl)Cl,1,0,0,0,0,0,0,0,0,0
C114OH,CCCCCC(=O)C(O)CC(=O)CC,0,0,0,2,0,0,2,0,0,0
MALDIALCO2,O=CC=CC(=O)[O],0,0,0,0,1,0,1,0,0,0
MALDIALCO3,[O]OC(=O)C=CC=O,1,0,0,0,1,0,1,0,0,0
C7OHCO2PAN,O=CC(O)C(=O)C(=CC(=O)OON(=O)=O)CC,0,0,0,1,0,0,3,1,0,0
C733CO,OCCC(C(=O)C)C(=O)C=O,0,0,0,0,0,0,2,0,0,0
NPROACEAO2,CC(COC(=O)C)O[O],1,0,0,1,0,0,1,0,0,0
NTMB1FUOOH,OOC1(C)C(C)OC(=O)C1ON(=O)=O,0,0,0,2,0,0,1,1,1,0
C4NO32M2O,CCC(C)([O])CON(=O)=O,0,0,1,2,0,0,0,1,0,0
OETLMUCO3H,CC1(OC1(CC)C(=O)OO)C=CC=O,0,0,0,1,1,0,1,0,1,0
CO23C4NO3,O=N(=O)OCC(=O)C(=O)C,0,0,0,1,0,1,2,0,0,0
HOBUT2CO3,OCCC(C)C(=O)O[O],1,1,0,1,0,0,1,0,0,0
TM135MUCO2,[O]OC(C)(C(O)C(=O)C)C1OC1(C)C=O,1,0,0,2,0,0,1,0,0,0
TM135MUCO3,[O]OC(=O)C1(C)OC1C(=CC(=O)C)C,1,0,0,2,0,0,2,0,0,0
LIMONIC,OC(=O)CCC(CC(=O)O)C(=C)C,0,0,0,1,0,0,2,0,0,0
DNPETOLO,CCC12OOC(N(=O)=O)(C(=C(N(=O)=O)C2([O])O)C)C1O,0,0,1,1,0,0,1,0,0,0
OET1O,CCc1c(C)cccc1[O],0,0,0,2,0,0,0,0,0,0
ETBEAO,CCOC(C)(C)C[O],0,0,0,3,0,0,0,0,0,0
C44OOH,O=CCC(OO)C(=O)O,0,0,0,0,0,0,1,0,1,0
METOLO,CCC12C=CC([O])(O)C(C)(OO1)C2O,0,0,1,2,1,0,0,0,0,0
DMPHOOH,OOc1cc(C)cc(C)c1,0,0,0,2,0,0,0,0,1,0
CO1H63NO3,OCCCC(CC=O)ON(=O)=O,0,0,0,0,0,0,1,1,0,0
CO2C54O2,CC(CC(=O)C)O[O],1,0,0,1,0,0,1,0,0,0
BZEMUCCO,O=CC1OC1C(=O)C(O)C=O,0,0,0,0,0,0,1,0,0,0
DIETETO2,CC(OCC)O[O],1,0,0,1,0,0,0,0,0,0
C52OOH,OOCCC(C)CO,0,0,0,1,0,0,0,0,1,0
C73O,CC([O])C(=O)CC(=O)C(=O)C,0,0,1,2,0,1,3,0,0,0
C825O2,OCC(CC(O[O])C(=O)O)C(=C)C,1,0,0,1,0,0,1,0,0,0
C134O2,OCCC(=O)C(=O)C(O[O])C(C)(C)C(=O)CCC(=O)C,1,0,0,3,0,1,4,0,0,0
C65OH4O2,CCCC(O[O])C(C)O,1,0,0,2,0,0,0,0,0,0
CO1M22CO3H,OOC(=O)C(C)(C)C=O,0,0,0,2,0,0,1,0,1,0
ALCOCH2OOH,OOCC(=O)C=O,0,0,0,0,0,0,1,0,1,0
SBUACAOOH,CCC(C)(OO)OC(=O)C,0,0,0,3,0,1,1,0,0,0
NO3CH2CO3,[O]OC(=O)CON(=O)=O,1,0,0,0,0,0,1,1,0,0
C610O,OCC([O])C(C)C(=O)C,0,0,1,2,0,1,1,0,0,0
MVKOHANO3,OCC(=O)C(O)CON(=O)=O,0,0,0,0,0,0,1,1,0,0
C51NO32O2,CCCC(O[O])CON(=O)=O,1,0,0,1,0,0,0,1,0,0
NC72O2,[O]OC1C(=O)CC(=O)C(C)(ON(=O)=O)C1=O,1,0,0,1,0,0,3,1,0,0
M3HEX,CCCC(C)CC,0,0,0,3,0,0,0,0,0,0
NSTYRENO2,[O]OC(CON(=O)=O)c1ccccc1,1,0,0,0,0,0,1,1,0,0
MECOFORMO,[O]CC(=O)OC=O,0,0,0,0,0,0,1,0,0,0
C825OH,OCC(CC(O)C(=O)O)C(=C)C,0,0,0,1,0,0,1,0,0,0
C134OH,OCCC(=O)C(=O)C(O)C(C)(C)C(=O)CCC(=O)C,0,0,0,3,0,1,4,0,0,0
MEK2OOC,[O-][O+]=C(C)C(=O)C,0,0,0,2,0,1,1,0,0,0
MEK2OOA,[O-][O+]=C(C)C(=O)C,0,0,0,2,0,1,1,0,0,0
C5CO14CO2,CC(=O)C=CC(=O)[O],0,0,0,1,1,0,2,0,0,0
C8BCNO3,O=N(=O)OC1CC2CC1C2(C)C,0,0,0,2,0,0,0,0,0,0
MXYOLO2,[O]OC1(O)C=CC2(C)OOC1(C)C2O,1,0,0,2,1,0,0,0,0,0
DMK2OH,CC(=O)C(O)C(O)C(=O)C,0,0,0,2,0,1,2,0,0,0
M22C43OOH,OOC(C)C(C)(C)C,0,0,0,4,0,0,0,0,1,0
C85CO3,[O]OC(=O)C1CC(C(=O)C)C1(C)C,1,0,0,2,0,0,2,0,0,0
C624CO2H,OCCC(C(=C)C)C(=O)O,0,0,0,0,0,0,1,0,0,0
C7PAN3,O=C(OON(=O)=O)CC(=O)CC(=O)C(=O)C,0,0,0,1,0,1,4,1,0,0
C7PAN2,CCCCC(O)CC(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C7PAN1,CCC(C)(O)CCC(=O)OON(=O)=O,0,0,0,2,0,0,1,1,0,1
OTNNCATCO,CCC1=C(O)C([O])(O)C2(OOC1(C)C2ON(=O)=O)N(=O)=O,0,0,1,2,0,0,0,1,0,0
ACEETOHO,CC(=O)OC(O)C[O],0,0,0,1,0,0,1,0,0,0
HOIBUTCO3,OCC(C)CC(=O)O[O],1,1,0,1,0,0,1,0,0,0
H3M2C4CO3,[O]OC(=O)CC(O)C(C)C,1,0,0,2,0,0,1,0,0,0
CYHXONANO3,O=C1CCCC(C1)ON(=O)=O,0,0,0,0,0,0,0,1,0,0
DNPBNZOL,CCCc1cc(cc(N(=O)=O)c1O)N(=O)=O,0,0,0,1,0,0,1,0,0,0
C4COMOH3O,CCC([O])CC(=O)CO,0,0,1,1,0,0,1,0,0,0
ACCOCOMOOH,OOCC(=O)C(=O)OC(=O)C,0,0,0,1,0,1,2,0,1,0
MXYOLOH,OC1C2(C)C=CC(O)(O)C1(C)OO2,0,0,0,2,1,0,0,0,0,0
TM123OHNO2,Cc1cc(N(=O)=O)c(O)c(C)c1C,0,0,0,3,0,0,1,0,0,0
NPXYOL1O,Cc1ccc(C)c(N(=O)=O)c1[O],0,0,0,2,0,0,1,0,0,0
OXYFUOOH,OOC1(C)C(=O)OCC1(C)O,0,0,0,2,0,0,1,0,1,0
H1C23C4OOH,OOCC(=O)C(=O)CO,0,0,0,0,0,0,2,0,1,0
H3C2C4CO3,CC(=O)C(O)CC(=O)O[O],1,1,0,1,0,0,2,0,0,0
MTBE,COC(C)(C)C,0,0,0,4,0,0,0,0,0,0
OXNCATECO2,[O]OC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2O)O,1,0,0,2,0,0,1,0,0,0
C511CO3H,O=CCC(C(=O)C)C(=O)OO,0,0,0,0,0,0,2,0,0,0
MTBK,CC(=O)C(C)(C)C,0,0,0,4,0,0,1,0,0,0
ACLOOA,[O-][O+]=C(C)CO,0,0,0,1,0,0,0,0,0,0
NBUACETAO,CC([O])CCOC(=O)C,0,0,1,2,0,1,1,0,0,0
INANCHO,O=CC(C)(ON(=O)=O)C(O)CON(=O)=O,0,0,0,1,0,0,1,2,0,0
PROL2FORM,CC(O)COC=O,0,0,0,1,0,0,0,0,0,0
MIBKAOHBO2,[O]OCC(C)(O)CC(=O)C,1,0,0,2,0,1,1,0,0,0
ETBECCO3H,OOC(=O)COC(C)(C)C,0,0,0,3,0,0,1,0,1,0
C4CO2OOH,OOC(C=O)C(=O)C,0,0,0,1,0,1,2,0,1,0
PBZMUCOOH,CCCC(=O)C(OO)C(O)C1OC1C=O,0,0,0,1,0,0,1,0,1,0
PET1OOH,OOc1cc(C)ccc1CC,0,0,0,2,0,0,0,0,1,0
C95O,CCCC(=O)C(=O)C([O])C(=O)CC,0,0,1,2,0,0,3,0,0,0
EPXM2C4DAL,O=CC1(C)OC1(C)C=O,0,0,0,2,0,0,0,0,0,0
C312COPAN,O=CC(=O)CC(=O)OON(=O)=O,0,0,0,0,0,0,2,1,0,1
C6CO3OH5O2,[O]OC(C)C(=O)CC(C)O,1,0,0,2,0,0,1,0,0,0
HOC3H6CO2H,OCCCC(=O)O,0,0,0,0,0,0,1,0,0,0
M3BU2OLNO3,O=N(=O)OCC(O)C(C)C,0,0,0,2,0,0,0,0,0,0
C7OHCO2CO3,CCC(=CC(=O)O[O])C(=O)C(O)C=O,1,0,0,1,0,0,2,0,0,0
C721CHO,O=CC1CC(C(=O)O)C1(C)C,0,0,0,2,0,0,1,0,0,0
CHOCOMOXO2,[O]OCOC(=O)C=O,1,0,0,0,0,0,1,0,0,0
NC4OO,OCC(ON(=O)=O)C(=[O+][O-])C,0,0,0,1,0,0,1,1,0,0
MC4CODBPAN,O=N(=O)OOC(=O)C=C(C)C(=O)C,0,0,0,2,1,1,2,0,0,0
HM33C3CO3,OCCC(C)(C)C(=O)O[O],1,1,0,2,0,0,1,0,0,0
OETLMUCCO3,CC1(OC1(CC)C(=O)O[O])C=CC=O,1,0,0,1,1,0,1,0,0,0
CHOC4OOH,OOCCCCC=O,0,0,0,0,0,0,0,0,1,0
C58AO2,[O]OC(C(CO)(O)C)C=O,1,0,0,0,0,0,0,0,0,0
DIIPRETHER,CC(C)OC(C)C,0,0,0,4,0,0,0,0,0,0
ACO3,[O]OC(=O)C=C,1,0,0,1,0,0,1,0,0,0
PBN,CCCC(=O)OON(=O)=O,0,0,0,1,0,0,1,1,0,1
C5CO2OHPAN,O=CC(O)C(=O)C=CC(=O)OON(=O)=O,0,0,0,0,1,0,2,1,0,1
H2,nan,0,0,0,0,0,0,0,0,0,0
CO25C74O,CCC(=O)C([O])CC(=O)C,0,0,1,2,0,1,2,0,0,0
M3F,Cc1cocc1,0,0,0,1,0,0,0,0,0,0
H1MC5NO3,OCCC(C)C(C)ON(=O)=O,0,0,0,2,0,0,0,1,0,0
C613OOH,OCC(OO)C(C)(O)C(=O)C,0,0,0,2,0,1,1,0,1,0
C7CO2DCO3H,O=CC(=O)C=C(CC)C(=O)OO,0,0,0,0,1,0,2,0,0,0
C530OOH,O=CCC(OO)(CO)C,0,0,0,1,0,0,0,0,1,0
ECATEC1OOH,CCc1cccc(O)c1OO,0,0,0,1,0,0,0,0,0,0
LMLKBOH,O=CCC(CCC(=O)CO)C(=O)C,0,0,0,1,0,1,2,0,0,0
C627OH,CC(=O)CCC(=O)CO,0,0,0,1,0,0,2,0,0,0
C7ADCOH,O=CC(C)(O)C(C)(O)C(=O)C,0,0,0,3,0,1,1,0,0,0
ECATECOOA,[O-][O+]=C(O)C(=C/C=C/C(=O)O)CC,0,0,0,1,1,0,1,0,0,0
EGLYOO,[O-][O+]=CC(=O)CC,0,0,0,1,0,0,1,0,0,0
HO2C4NO3,CC(O)CCON(=O)=O,0,0,0,1,0,0,0,1,0,0
C54CO3H,CC(CCC)C(=O)OO,0,0,0,1,0,0,1,0,0,0
HC4ACO3H,OCC(=CC(=O)OO)C,0,0,0,1,0,0,1,0,1,0
PIPN,O=N(=O)OOC(=O)C(C)C,0,0,0,2,0,0,1,0,0,0
EGLYOX,CCC(=O)C=O,0,0,0,1,0,0,1,0,0,0
NC524O2,OCC(ON(=O)=O)C(CO)(CO)O[O],1,0,0,0,0,0,1,1,0,0
BOXMOH,CCCCOCO,0,0,0,1,0,0,0,0,0,0
PET1O2,[O]Oc1cc(C)ccc1CC,1,0,0,2,0,0,0,0,0,0
C537OOH,OOCC(C(C=O)OO)(OO)C,0,0,0,1,0,0,1,0,2,0
MBOBO2,[O]OCC(O)C(C)(C)O,1,0,0,2,0,0,0,0,0,0
C7ADCO2,O=CC(C)(O)C(C)(O[O])C(=O)C,1,0,0,3,0,1,1,0,0,0
HM22C4OOH,OOCCC(C)(C)CO,0,0,0,2,0,0,0,0,1,0
LMLKBO2,[O]OCC(=O)CCC(CC=O)C(=O)C,1,0,0,1,0,1,3,0,0,0
PINIC,OC(=O)CC1CC(C(=O)O)C1(C)C,0,0,0,2,0,0,2,0,0,0
C627O2,[O]OCC(=O)CCC(=O)C,1,0,0,1,0,1,2,0,0,0
C735O,O=CCC([O])(CC=O)C(=O)C,0,0,1,1,0,1,2,0,0,0
C517O2,[O]OCC(CO)C(=O)C,1,0,0,1,0,1,1,0,0,0
MTNCATECO,CCC12OOC(C)(C(=C(O)C2(O)[O])N(=O)=O)C1O,0,0,0,2,0,0,1,0,0,0
MTNCATECH,CCc1cc(C)c(N(=O)=O)c(O)c1O,0,0,0,2,0,0,1,0,0,0
C64OOH,OCC(C)(OO)CC(=O)C,0,0,0,2,0,1,1,0,0,0
NBCALOOH,O=CCCC(OO)(CO[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,1,0,1,0
TBUTCO3H,OOC(=O)C(C)(C)C,0,0,0,3,0,0,1,0,1,0
CNO3CLOH,OC(Cl)CON(=O)=O,0,0,0,0,0,0,0,1,0,0
NAPINBO2,[O]OC1CC2CC(C1(C)ON(=O)=O)C2(C)C,1,0,0,3,0,0,1,1,0,0
CNO3CLO2,[O]OC(Cl)CON(=O)=O,1,0,0,0,0,0,0,1,0,0
CLETO3H,OOC(=O)CCl,0,0,0,0,0,0,1,0,1,0
H2M2C4CHO,O=CCCC(C)(C)O,0,0,0,2,0,0,0,0,0,0
C6CO134OOH,OOC(=O)CC(=O)C(=O)CC,0,0,0,1,0,0,3,0,1,0
C23O3CCO3H,OOC(=O)COC(=O)C(=O)C,0,0,0,1,0,1,3,0,1,0
C721CO3H,OOC(=O)C1CC(C(=O)O)C1(C)C,0,0,0,2,0,0,2,0,1,0
NBPINAOOH,OOC1(CON(=O)=O)CCC2CC1C2(C)C,0,0,0,2,0,0,1,1,1,0
C517OH,OCC(CO)C(=O)C,0,0,0,1,0,1,1,0,0,0
C5DIALO,O=CC=CC([O])C=O,0,0,1,0,1,0,0,0,0,0
HO1C3O,OCCC[O],0,0,0,0,0,0,0,0,0,0
C513CO,OCCC(=O)C(=O)C=O,0,0,0,0,0,0,2,0,0,0
NORLIMAL,O=CC(CCC(=O)C)C(=C)C,0,0,0,1,0,0,1,0,0,0
UDECNO3,CCCCCCCCC(CC)ON(=O)=O,0,0,0,1,0,0,0,1,0,0
C5DIALO2,O=CC=CC(O[O])C=O,1,0,0,0,1,0,0,0,0,0
C1312OH,O=CCCC(=C)C(=O)CC(C)(C)C(O)CCO,0,0,0,2,0,0,1,0,0,0
C3MCODBPAN,O=CC(=CC(=O)OON(=O)=O)C,0,0,0,1,0,0,2,1,0,0
OCTOH,CCCCCC(O)CC,0,0,0,2,0,0,0,0,0,0
C6TONOHOOH,OOC(CC=O)C(=O)C(=O)CO,0,0,0,0,0,0,3,0,1,0
NBUACETCO2,CCCC(O[O])OC(=O)C,1,0,0,2,0,1,1,0,0,0
HM2C43O2,OCC(C)C(C)O[O],1,0,0,2,0,0,0,0,0,0
C122O2,CCCCCCCC(O)CC(=O)C(C)O[O],1,0,0,2,0,0,1,0,0,0
OCTO2,CCCCCC(CC)O[O],1,0,0,1,0,0,0,0,0,0
C126CO3H,O=CCC1C(CC1(C)C)C(=C)CCC(=O)OO,0,0,0,1,0,0,1,0,0,0
CCL3OOH,OOC(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,1,0
MBOBNO3,O=N(=O)OCC(O)C(C)(C)O,0,0,0,2,0,0,0,0,0,0
C819O,CC([O])(CO)C(=O)CCC(=O)C,0,0,1,2,0,1,2,0,0,0
BCANO3,[O-][N+](=O)OC1(C)CCC2C(CC2(C)C)C(=C)CCC1O,0,0,0,2,0,0,0,0,0,0
C1312O2,O=CCCC(=C)C(=O)CC(C)(C)C(O[O])CCO,1,0,0,2,0,0,1,0,0,0
MTBEAALPAN,O=COC(C)(C)C(=O)OON(=O)=O,0,0,0,2,0,0,1,1,0,1
C5DIALOH,O=CC=CC(O)C=O,0,0,0,0,1,0,0,0,0,0
C8M3CO,CCC(=O)C=C(C)C(=O)C(=O)C,0,0,0,3,1,1,3,0,0,0
C121O,CCCCCCCC([O])CC(=O)CC,0,0,1,2,0,0,1,0,0,0
C6DCRBBOH,CCC(=O)C=CC(=O)O,0,0,0,1,1,0,2,0,0,0
HEXAO,CCCCCC[O],0,0,0,1,0,0,0,0,0,0
C63O2,OCC(O[O])CC(=O)CC,1,0,0,1,0,0,1,0,0,0
C312COCO3,[O]OC(=O)CC(=O)C=O,1,0,0,0,0,0,2,0,0,0
BPINCOOH,OCC1=CCC(CC1)C(C)(C)OO,0,0,0,2,0,0,0,0,0,0
PHC3NO3,CCC(ON(=O)=O)c1ccccc1,0,0,0,1,0,0,1,1,0,0
BU1ENO3O2,CCC(O[O])CON(=O)=O,1,0,0,1,0,0,0,1,0,0
NC5H12,CCCCC,0,0,0,2,0,0,0,0,0,0
C524O,OCC(=C)C([O])CO,0,0,1,0,0,0,0,0,0,0
C9M2CO6O,CCC(=O)C=C(C)C([O])C(=O)CC,0,0,1,3,1,0,2,0,0,0
C3COCCO3,CCCC(=O)CC(=O)O[O],1,1,0,1,0,0,2,0,0,0
C7CO2M5O,CC(=O)C=CC(C)([O])C(=O)C,0,0,1,3,1,1,2,0,0,0
CO2H3CO3H,CC(=O)C(O)C(=O)OO,0,0,0,1,0,0,2,0,0,0
C7ADCO,O=CC(C)(O)C(C)([O])C(=O)C,0,0,1,3,0,1,1,0,0,0
C63OH,OCC(O)CC(=O)CC,0,0,0,1,0,0,1,0,0,0
HO24C5,CC(O)CC(C)O,0,0,0,2,0,0,0,0,0,0
C75OOH,OOC(CC(=O)C)C(C)C,0,0,0,2,0,0,1,0,1,0
MXYMUCCO3,CC1(OC1C=CC(=O)C)C(=O)O[O],1,1,0,1,1,0,2,0,0,0
C129CO,O=CCC(=O)C(=O)C1CC(C)(C)C1CC=O,0,0,0,2,0,0,2,0,0,0
LMKBO,CC(=O)C1CCC(C)(O)C([O])C1,0,0,1,2,0,0,1,0,0,0
C23C54CO3,[O]OC(=O)C(C)C(=O)C(=O)C,1,0,0,2,0,1,3,0,0,0
C53NO32O2,CCC(ON(=O)=O)C(C)O[O],1,0,0,2,0,0,1,1,0,0
C126CO,O=CCC(=C)C1CC(C)(C)C1CC=O,0,0,0,2,0,0,0,0,0,0
C67CHO,O=CCC(=O)C(C)(C)O,0,0,0,2,0,0,1,0,0,0
INANCOCO2H,O=N(=O)OCC(=O)C(C)(ON(=O)=O)C(=O)O,0,0,0,1,0,0,2,1,0,0
MXYFUONE,CC1OC(=O)C(=C1)C,0,0,0,2,0,0,1,0,0,0
MPRBNO3PAN,O=N(=O)OOC(=O)C(C)(C)ON(=O)=O,0,0,0,2,0,0,1,1,0,0
C515CHO,O=CCC(=O)C(=O)CC=O,0,0,0,0,0,0,2,0,0,0
BOXOHETOH,CCCC(O)OCCO,0,0,0,1,0,0,0,0,0,0
MC6OTKTOOH,OOC(C)(OC(=O)C(=O)C)C(=O)C,0,0,0,2,0,1,3,0,1,0
C146OH,O=CCC(O)C(=O)C1CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,2,0,0,0
CHOC2CO3H,OOC(=O)CCC=O,0,0,0,0,0,0,1,0,1,0
C4M3NO3ONE,O=N(=O)OCC(=O)C(C)C,0,0,0,2,0,0,1,0,0,0
C146O2,O=CCC(O[O])C(=O)C1CC(C)(C)C1CCC(=O)C,1,0,0,3,0,1,2,0,0,0
PEN2ONE1O2,CCCC(=O)CO[O],1,0,0,1,0,0,1,0,0,0
NC101CO,O=N(=O)OC1(C)C(=O)CC2CC1C2(C)C,0,0,0,3,0,0,1,0,0,0
NC4OHCPAN,O=N(=O)OOC(=O)C(ON(=O)=O)C(C)(C)O,0,0,0,2,0,0,2,1,0,0
TMBCO3,[O]OC(=O)c1cc(C)cc(C)c1,1,0,0,2,0,0,1,0,0,0
ETBECO,[O]CCOC(C)(C)C,0,0,0,3,0,0,0,0,0,0
TM124BPRO2,[O]OC1(C)C=CC2(C)OOC1(C)C2O,1,0,0,3,1,0,0,0,0,0
MXYL1OOH,OOc1cccc(C)c1,0,0,0,1,0,0,0,0,1,0
BCBOCOO,O=CCCC(=[O+][O-])C1CC(C)(C)C1CCC(=O)OC,0,0,0,3,0,0,1,0,0,0
EMPHO2,CCc1cc(O[O])cc(C)c1,1,0,0,2,0,0,0,0,0,0
C68OH,CC(O)(CC=O)C(C)O,0,0,0,2,0,0,1,0,0,0
OXYQOOH,OOC1C(O)C(=O)C(=C(C)C1=O)C,0,0,0,2,0,0,2,0,1,0
C4CONO3O2,[O]OC(C)C(C=O)ON(=O)=O,1,0,0,1,0,0,1,1,0,0
CRESOOH,OOC1(O)C=CC2(C)OOC1C2O,0,0,0,1,1,0,0,0,1,0
OETLQOOH,OOC1C(O)C(=O)C(=C(C)C1=O)CC,0,0,0,2,0,0,2,0,1,0
C831NO3,O=CCC(O[N+](=O)[O-])C(C)(C)CC=O,0,0,0,2,0,0,0,0,0,0
C71O,CCC(O)CC(=O)C(C)[O],0,0,1,2,0,0,1,0,0,0
HOC4CHOO2,OCCCC(O[O])C=O,1,0,0,0,0,0,0,0,0,0
C8OHCO2CO3,[O]OC(=O)C=C(C(C)C)C(=O)C(O)C=O,1,0,0,1,1,0,2,0,0,0
INB1O,OCC([O])C(C)(CO)ON(=O)=O,0,0,1,1,0,0,0,1,0,0
CO3C5CHO,CCC(=O)CCC=O,0,0,0,1,0,0,1,0,0,0
HO3C76OOH,CCC(O)CCC(C)OO,0,0,0,2,0,0,0,0,0,0
C629O,OCCC([O])(C=O)C(=O)C,0,0,1,1,0,1,2,0,0,0
C68O2,O=CCC(C)(O[O])C(C)O,1,0,0,2,0,0,0,0,0,0
C132OOH,OCCC(=O)C1(OO)CC(C)(C)C1CCC(=O)C,0,0,0,3,0,1,2,0,0,0
C6CO3OHOOH,OOC(C)C(=O)CC(C)O,0,0,0,2,0,0,1,0,1,0
HIEB1O2,OCC(O)C(CO)(O[O])C=O,1,0,0,0,0,0,0,0,0,0
HO3C5CO3H,CCC(O)CCC(=O)OO,0,0,0,1,0,0,1,0,0,0
PPRBQOOH,CCCC(=CC(=O)COO)C(=O)CO,0,0,0,1,0,0,2,0,0,0
C8DBCO2CO3,O=CC(=O)C=C(C(C)C)C(=O)O[O],1,1,0,1,1,0,2,0,0,0
NPETOL1OOH,CCc1ccc(C)c(N(=O)=O)c1OO,0,0,0,2,0,0,1,0,0,0
ACO2H,OC(=O)C=C,0,0,0,1,0,0,1,0,0,0
MTBEANO3,O=N(=O)OCOC(C)(C)C,0,0,0,3,0,0,0,0,0,0
BUTDANO3,OCC=CCON(=O)=O,0,0,0,0,1,0,0,1,0,0
NPROACET,CCCOC(=O)C,0,0,0,2,0,1,1,0,0,0
C137CO3H,OOC(=O)CCC(=C)C1CC(C)(C)C1CCC(=O)O,0,0,0,2,0,0,2,0,1,0
C6H5CH2CO3,[O]OC(=O)Cc1ccccc1,1,0,0,0,0,0,1,0,0,0
NBUACCOOH,CCCC(OO)OC(=O)C,0,0,0,2,0,1,1,0,1,0
