,name,PAN,Carb. Acid,Ester,Ether,Per. Acid,Hydro peroxide,Nitrate,Aldehyde,Ketone,Alcohol,Criegee,Alkoxy rad,Peroxalkyl rad,Peroxyacyl rad,nogroups,smiles
4820,C2CL2OH2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,OC(Cl)C(O)Cl
4821,HM23C4O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,OCC(C)C(C)C[O]
4822,ISOP34OOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CC(=C)C(COO)O
4823,NBUTDAOOH,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,OOC(C=C)CON(=O)=O
4824,HM2C43CHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,OCC(C)C(C)C=O
4825,NOETLQO,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,CCC1=C(C)C(=O)C([O])C(ON(=O)=O)C1=O
4826,MACRO,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,CC([O])(CO)C=O
4827,ACCOPROOH,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,CC(CC(=O)OC(=O)C)OO
4828,C111OOH,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,CCCCCCC(OO)CC(=O)CC
4829,PRONEMOXO,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,COC([O])C(=O)C
4830,C23O3ECO2H,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,CCC(OC(=O)C(=O)C)C(=O)O
4831,M3PECOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CCC(C)(CC)OO
4832,C2CL2OHO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,OC(Cl)C([O])Cl
4833,ETBECOH,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,OCCOC(C)(C)C
4834,C104OOH,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,CCCCC(=O)C(OO)CC(=O)CC
4835,C97O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,OCC1CC([O])(C(=O)C)C1(C)C
4836,CO2C54CO3H,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,CC(CC(=O)C)C(=O)OO
4837,NC728OOH,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,O=CCC(CO)C(C)(OO)CO[N+](=O)[O-]
4838,C93O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,CCCC(O)C(O[O])CC(=O)CC
4839,C235C6CO3H,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,OOC(=O)CC(=O)CC(=O)C(=O)C
4840,HO1C4NO3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,OCCCCON(=O)=O
4841,C5COCHOOOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,OOCC(=O)CCC=O
4842,NEOPO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]OCC(C)(C)C
4843,CH3SOO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CSO[O]
4844,C719O2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,[O]OC1(C)C(O)CC(=O)CC1O
4845,C9DCO2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,[O]OC1C2C(=O)CC(=O)C1C2(C)C
4846,NPRACBOH,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,CCC(O)OC(=O)C
4847,HO1C4O2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,OCCCCO[O]
4848,EPXM2DCO2H,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,O=CC1(C)OC1(C)C(=O)O
4849,C615PAN,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,O=CC(C(=O)OON(=O)=O)C(C)(C)C=O
4850,C1211O2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,[O]OCCC(=O)C1CC(C)(C)C1CCC(=O)O
4851,C830CO3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CCC1C(CC1(C)C)C(=O)O[O]
4852,C23O3ECO3,0,2,2,1,0,0,0,0,2,1,0,0,1,0,0,[O]OC(=O)C(CC)OC(=O)C(=O)C
4853,C1211OH,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,OCCC(=O)C1CC(C)(C)C1CCC(=O)O
4854,OXYBIPERO,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,OC1C2C=CC(C)([O])C1(C)OO2
4855,C9DCOH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,O=C1CC(=O)C2C(O)C1C2(C)C
4856,C719OH,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,O=C1CC(O)C(C)(O)C(O)C1
4857,C8236CO,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,CCC(=O)C=CC(=O)C(=O)C
4858,BUT2CO3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CC(CC)C(=O)O[O]
4859,CH3SO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C[S](=O)=O
4860,CH3SO3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CS(=O)(=O)[O]
4861,NEOPOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OCC(C)(C)C
4862,C918CHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,O=CC1(O)CCC2CC1C2(C)C
4863,MEMOXYCO3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,COCC(=O)O[O]
4864,C105OOH,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,CCCCC(=O)C(=O)C(OO)C(=O)CC
4865,HO5CO8C10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,CCCCC(O)CCC(=O)CC
4866,C93OH,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,CCCC(O)C(O)CC(=O)CC
4867,CY6DIONOH,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,OC1CC(=O)CC(=O)C1
4868,C6CO4DB,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,O=CC(=O)C=CC(=O)C=O
4869,MALANHY2OH,0,1,1,1,0,0,0,1,1,2,0,0,0,0,0,O=C1OC(=O)C(O)C1O
4870,C55O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,[O]OCC(=O)C(C)(C)O
4871,NOETOLO,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,CCC1=C(C)C2OOC(C2ON(=O)=O)C1(O)[O]
4872,C1215CO,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,O=CCCC(=O)C(=O)CC(C)(C)C(=O)CCO
4873,ACCOMEPAN,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,O=C(OON(=O)=O)CC(=O)OC(=O)C
4874,C4ME22OH,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,CC(C)(O)C(C)(C)O
4875,HO3C4NO3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,CCC(O)CON(=O)=O
4876,CH3OCH2O2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,COCO[O]
4877,CY6TRIONO2,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,[O]OCC(=O)CC(=O)CC=O
4878,CH3OCH2OH,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,COCO
4879,C517CO3H,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,OCC(CC(=O)OO)C(=O)C
4880,M33C4OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCC(C)(C)CO
4881,H3C25C5CHO,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,O=CC(=O)CC(O)C(=O)C
4882,INB1HPPAN,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,OOC(C(=O)OON(=O)=O)C(C)(CO)ON(=O)=O
4883,C47CO3H,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,O=CC(C(C(=O)OO)(O)C)O[N+](=O)[O-]
4884,BCKBOOH,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,OOC1CCC(=O)C2CC(C)(C)C2CCC1(C)O
4885,CY6DIONO2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,[O]OC1CC(=O)CC(=O)C1
4886,BOXCOEOL,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,CCCCOC(=O)C(C)O
4887,MC6OTKETOH,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,O=C(OC(C)(O)C(=O)C)C(=O)C
4888,PBZBPEROOH,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,CCCC12OOC(C(OO)C=C1)C2O
4889,M23C43O2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]OC(C)(C)C(C)C
4890,HSO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4891,ME2BUOLO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OC(C)(C)C(C)O
4892,DMKOHO2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,[O]OC(C(=O)C)C(O)C(=O)C
4893,NTM135LOOH,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,OOC1(O)C(=CC2(C)OOC1(C)C2ON(=O)=O)C
4894,ENCATECO,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,CCC12OOC(C(=C(O)C2([O])O)N(=O)=O)C1O
4895,DNEBNZOL,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCc1cc(cc(N(=O)=O)c1O)N(=O)=O
4896,M23C43OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CC(C)C(C)(C)O
4897,DEMPHSMS1O,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CCc1cc(CC)c([O])c(C)c1
4898,C52NO31O2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,CCCC(CO[O])ON(=O)=O
4899,MBOAO,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,OCC([O])C(C)(C)O
4900,BPINAO,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,OCC1([O])CCC2CC1C2(C)C
4901,MXCATEC1O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]Oc1c(C)cc(C)cc1O
4902,PBZMUCCO3H,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,CCCC(=O)C=CC1OC1C(=O)OO
4903,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4904,C4NO3M2OOH,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,OOC(C)C(C)(C)ON(=O)=O
4905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4906,NEOPOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOCC(C)(C)C
4907,MTBKO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[O]CC(C)(C)C(=O)C
4908,TM135MUOOH,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,OOC(C)(C(O)C(=O)C)C1OC1(C)C=O
4909,C116CO3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,O=CCC1C(CC1(C)C)C(=O)CCC(=O)O[O]
4910,C920O2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,[O]OCC1CC(C(=O)CO)C1(C)C
4911,C527O2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,[O]OC(C(OO)(CO)C)C=O
4912,C512NO3,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,O=CCC(=O)CCON(=O)=O
4913,C8OHO2CO3H,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,CCCC(=CC(=O)OO)C(=O)C(O)C=O
4914,TM124NO2O2,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,[O]OC1(O)C=C(C)C2(C)OOC1(N(=O)=O)C2O
4915,PPRBQO2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,CCCC(=CC(=O)CO[O])C(=O)CO
4916,C5PAN19,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,OCC=C(C)C(=O)OON(=O)=O
4917,MTBEACHO13,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,O=COC(C)(C)C=O
4918,C5PAN11,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,O=N(=O)OOC(=O)CC(C)(C)O
4919,C5PAN10,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,CC(O)CC(O)C(=O)OON(=O)=O
4920,C5PAN13,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,OCC(C)C(O)C(=O)OON(=O)=O
4921,C5PAN12,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,OCCC(C)(O)C(=O)OON(=O)=O
4922,C5PAN15,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,OCC(C)(C)C(=O)OON(=O)=O
4923,C5PAN14,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,O=N(=O)OOC(=O)C(C)C(C)O
4924,C5PAN17,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,OCC(=CC(=O)OON(=O)=O)C
4925,C5PAN16,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,CCC(=O)CC(=O)OON(=O)=O
4926,C820O2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,OCC(O[O])(CC(=O)C(=O)C)C(=O)C
4927,PPRBQOH,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,CCCC(=CC(=O)CO)C(=O)CO
4928,C7DCPAN,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,CCCC(=O)C=CC(=O)OON(=O)=O
4929,BOXPRONEAO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CCCC([O])OCC(=O)C
4930,HO3C5CO3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CCC(O)CCC(=O)O[O]
4931,HO3C3PAN,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,CCC(O)C(=O)OON(=O)=O
4932,HO12CO3C4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,CC(=O)C(O)CO
4933,C3MNO3PAN,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,O=N(=O)OOC(=O)C(ON(=O)=O)C(C)C
4934,CHOCL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ClC=O
4935,C826CO3OOH,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,OOC(C=CC(=O)CC)C(=O)C
4936,HEXCO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CCCC([O])CC
4937,H13CO2CO3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,OCC(=O)C(O)C(=O)O[O]
4938,HO13M2C4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,OCC(C)C(C)O
4939,PHIC3NO3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,O=N(=O)OC(C)(C)c1ccccc1
4940,EOX2ETA2OH,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,CCOC(O)CO
4941,CHCL2O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[O]C(Cl)Cl
4942,PMALNHYOOH,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,CCCC1(OO)C(=O)OC(=O)C1O
4943,HEX2ONANO3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,CCC(CC(=O)C)ON(=O)=O
4944,NPRACBNO3,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,CCC(OC(=O)C)ON(=O)=O
4945,C622CHO,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,CC(=C)C(CC=O)CO
4946,BUTDBO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,OCC(O[O])C=C
4947,C4ECO2O2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,CCC(O[O])(C=O)C(=O)C
4948,MPRBNO3CHO,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,O=CC(C)(C)ON(=O)=O
4949,C4OHCO3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,CCCC(O)C(=O)O[O]
4950,BCKET,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,C/C1=C/CCC(=O)C2CC(C)(C)C2CC\1
4951,HPC52OOH,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,OOCC(C(C=O)O)(OO)C
4952,C111O2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,CCCCCCC(O[O])CC(=O)CC
4953,BRETO2H,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,OC(=O)CBr
4954,DMMALANHY,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,O=C1OC(=O)C(=C1C)C
4955,KLIMONONIC,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,CC(=O)CCC(CC(=O)O)C(=O)C
4956,MECOACETO2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,CC(=O)OC(=O)CO[O]
4957,IPGLOO,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,[O-][O+]CC(=O)C(C)C
4958,HPC52PAN,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,OOCC(C(C(=O)OO[N+](=O)[O-])O)(OO)C
4959,C142NO3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,OCCC(=C)C1(O[N+](=O)[O-])CC(C)(C)C1CCC(=O)C
4960,TBUACCO,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,O=CC(C)(C)OC(=O)C
4961,CH2CL3O2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClCC(Cl)(Cl)O[O]
4962,MXYLO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,[O]OCc1cccc(C)c1
4963,NIPBNZ1O,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CC(C)c1cccc(N(=O)=O)c1[O]
4964,NT123L1OOH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,OOc1c(C)c(C)c(C)cc1N(=O)=O
4965,MXYLOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OCc1cccc(C)c1
4966,MXYLOL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cc1ccc(O)c(C)c1
4967,CHCLOO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,[O-][O+]=CCl
4968,TM123BPRO,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,[O]C1C=CC2(C)OOC1(C)C2(C)O
4969,CH2CL3OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ClCC(O)(Cl)Cl
4970,C830CO2H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CCC1C(CC1(C)C)C(=O)O
4971,HO3C6O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OCCCC(O)CC
4972,IPBZMUCOOH,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,O=CC1OC1C(O)C(OO)C(=O)C(C)C
4973,C58NO3CO3H,1,0,0,0,0,1,1,0,1,2,0,0,0,0,0,OOC(=O)C(O)C(C)(CO)ON(=O)=O
4974,NC524OH,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,OCC(ON(=O)=O)C(O)(CO)CO
4975,C5COOHCO3H,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,OC(C=O)C(=O)C=CC(=O)OO
4976,C1013OOH,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,COC(=O)CCC1C(OO)CC1(C)C
4977,CH3OH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CO
4978,IPECOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CCC(C)(C)OO
4979,C1014NO3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,O=CCC(C)(C)C(CCC(=O)OC)O[N+](=O)[O-]
4980,DEMPHOLO2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,CCC12OOC(CC)(C=C(C)C2(O)O[O])C1O
4981,C722OOH,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,O=CCC(C(=O)O)C(C)(C)OO
4982,INB1NAPAN,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,OCC(C)(ON(=O)=O)C(ON(=O)=O)C(=O)OON(=O)=O
4983,C77O,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,CC(=O)CC([O])C(C)(C)O
4984,MIBKBOH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,CC(C)C(O)C(=O)C
4985,HOIBUTCO3H,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,OCC(C)CC(=O)OO
4986,MIBKBO2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,[O]OC(C(C)C)C(=O)C
4987,TMB2FUO2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]OC1(C)C(=O)OC(C)C1(C)O
4988,C413COOOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,OOCC(=O)CC=O
4989,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4990,DEMPHOLOH,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,CCC12OOC(CC)(C2O)C(O)(O)C(=C1)C
4991,NC10H22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCC
4992,CH3O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CO[O]
4993,CLCOCLMEO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ClC(=O)C(C)([O])Cl
4994,HIEB2O,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,O=CC([O])C(O)(CO)CO
4995,NBZFUO,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,O=N(=O)OC1COC(=O)C1[O]
4996,C1012OOH,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,O=CCC(C)(C)C(OO)CCC(=O)C
4997,C712NO3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,CC(=O)CC(C)(ON(=O)=O)C(C)O
4998,MIBKAOHNO3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,O=N(=O)OCC(C)(O)CC(=O)C
4999,NBZQOOH,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,OOC1C(=O)C=CC(=O)C1ON(=O)=O
5000,DMCNO3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,COC(=O)OCON(=O)=O
5001,M3HEXAO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CCC(C)CC(C)[O]
5002,C718CO3H,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,OOC(=O)CCC(=O)C(C)(C)C=O
5003,MEKANO3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,CC(=O)CCON(=O)=O
5004,NMVK,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,C=CC(=O)CON(=O)=O
5005,EPXM2DLPAN,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,O=CC1(C)OC1(C)C(=O)OON(=O)=O
5006,C729CO2H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CCC(CC(=O)O)C(=C)C
5007,HEX3ONDO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,CCCC(=O)CC[O]
5008,MEKBO,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,CC(=O)C(C)[O]
5009,CH3SOOOH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CS(=O)OO
5010,BCALO,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,O=CCCC([O])(CO)C1CC(C)(C)C1CCC(=O)C
5011,BCAO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C=C1CCC(O)C(C)([O])CCC2C1CC2(C)C
5012,ETOMECO3H,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,CCOCC(=O)OO
5013,C8M2CO6OOH,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,OOC(C(=O)C)C(=CC(=O)CC)C
5014,NPBNZ1O2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CCCc1cccc(N(=O)=O)c1O[O]
5015,C729O2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,[O]OCC(CC=O)C(=C)C
5016,NPBNZ1OOH,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CCCc1cccc(N(=O)=O)c1OO
5017,EPXMEC4DAL,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,CCC1(C=O)OC1(C)C=O
5018,CL12PRCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[O]C(Cl)C(C)Cl
5019,C715CO2O2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,[O]OC(C=O)C=CC(=O)CC
5020,PXCATEC1O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,[O]Oc1c(C)ccc(C)c1O
5021,M3PECO2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCC(C)(CC)O[O]
5022,C148CO,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,O=CCC(=O)C(=O)C1CC(C)(C)C1CCC(=O)OC
5023,HO5C6O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,CCCCC(O)C[O]
5024,C623OH,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,OCC(C=O)C(C)(O)CO
5025,EPXMKTCO3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,CC1(OC1C(=O)C)C(=O)O[O]
5026,IPRBQCO,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,O=C1C=C(C(C)C)C(=O)C(O)C1=O
5027,PRPAL2CO2H,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,O=CC(C)C(=O)O
5028,HNMVKOOH,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,OCC(OO)C(=O)CON(=O)=O
5029,BCALNO3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,O=CCCC(CO)(O[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C
5030,C41OOH,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,OCC(OO)C(O)C=O
5031,MACRNO3,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,OCC(C)(C=O)ON(=O)=O
5032,C623O2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,OCC(C=O)C(C)(CO)O[O]
5033,C133NO3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,OCCC(=O)C(=O)CC(C)(C)C(CCC(=O)C)O[N+](=O)[O-]
5034,HM22C3CO3,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,[O]OC(=O)CC(C)(C)CO
5035,PRNO3CO3,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,[O]OC(=O)C(C)ON(=O)=O
5036,MNCATECO2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,[O]OC1(O)C(=C(N(=O)=O)C2OOC1(C)C2O)O
5037,M3PECOH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,CCC(C)(O)CC
5038,C715CO2OH,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,O=CC(O)C=CC(=O)CC
5039,PXCATEC1O,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Cc1ccc(C)c([O])c1O
5040,INDHPCO3H,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,OOC(=O)C(C)(OO)C(CO)ON(=O)=O
5041,NBUTOLBO2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,OCCC(C)O[O]
5042,HO3C116O2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,CCCCCC(O[O])CCC(O)CC
5043,C3ME3CO3H,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,OOC(=O)CC(C)C
5044,C6DIALO2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,O=CCCC(O[O])CC=O
5045,C1215NO3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,O=CCCC(=O)C(=O)CC(C)(C)C(CCO)O[N+](=O)[O-]
